Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,Fix_quality,UTM_easting,UTM_northing,UTC,Zone,Letter
1677018664.0973969,181,223104,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6700000166893005,4,326315.78125,4686126.5,223104.0,19,T
1677018665.1281507,182,223105,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6700000166893005,4,326315.78125,4686126.5,223105.0,19,T
1677018666.1041431,183,223106,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6700000166893005,4,326315.78125,4686126.5,223106.0,19,T
1677018667.1242507,184,223107,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223107.0,19,T
1677018668.0972126,185,223108,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6700000166893005,4,326315.78125,4686126.5,223108.0,19,T
1677018669.1282547,186,223109,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6700000166893005,4,326315.78125,4686126.5,223109.0,19,T
1677018670.101125,187,223110,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6700000166893005,4,326315.78125,4686126.5,223110.0,19,T
1677018671.127169,188,223111,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6499999761581421,4,326315.78125,4686126.5,223111.0,19,T
1677018672.1011815,189,223112,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6499999761581421,4,326315.78125,4686126.5,223112.0,19,T
1677018673.131218,190,223113,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6499999761581421,4,326315.78125,4686126.5,223113.0,19,T
1677018674.1012528,191,223114,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6499999761581421,4,326315.78125,4686126.5,223114.0,19,T
1677018675.1332119,192,223115,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6499999761581421,4,326315.78125,4686126.5,223115.0,19,T
1677018676.0979185,193,223116,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6200000047683716,4,326315.78125,4686126.5,223116.0,19,T
1677018677.1281815,194,223117,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6200000047683716,4,326315.78125,4686126.5,223117.0,19,T
1677018678.1010733,195,223118,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6200000047683716,4,326315.78125,4686126.5,223118.0,19,T
1677018679.133278,196,223119,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6200000047683716,4,326315.78125,4686126.5,223119.0,19,T
1677018680.0982225,197,223120,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6200000047683716,4,326315.78125,4686126.5,223120.0,19,T
1677018681.1252778,198,223121,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6200000047683716,4,326315.78125,4686126.5,223121.0,19,T
1677018682.0989969,199,223122,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6200000047683716,4,326315.78125,4686126.5,223122.0,19,T
1677018683.1312473,200,223123,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6200000047683716,4,326315.78125,4686126.5,223123.0,19,T
1677018684.1012387,201,223124,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223124.0,19,T
1677018685.1212714,202,223125,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223125.0,19,T
1677018686.0972025,203,223126,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223126.0,19,T
1677018687.1270025,204,223127,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223127.0,19,T
1677018688.1011198,205,223128,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223128.0,19,T
1677018689.1263285,206,223129,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223129.0,19,T
1677018690.102265,207,223130,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223130.0,19,T
1677018691.1332679,208,223131,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223131.0,19,T
1677018692.1051729,209,223132,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223132.0,19,T
1677018693.1279798,210,223133,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223133.0,19,T
1677018694.0971966,211,223134,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223134.0,19,T
1677018695.1251457,212,223135,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223135.0,19,T
1677018696.1011047,213,223136,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223136.0,19,T
1677018697.1282709,214,223137,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223137.0,19,T
1677018698.1050918,215,223138,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223138.0,19,T
1677018699.1281319,216,223139,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223139.0,19,T
1677018700.101963,217,223140,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223140.0,19,T
1677018701.1281004,218,223141,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223141.0,19,T
1677018702.0991023,219,223142,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223142.0,19,T
1677018703.1210024,220,223143,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223143.0,19,T
1677018704.0969691,221,223144,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223144.0,19,T
1677018705.1311533,222,223145,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223145.0,19,T
1677018706.098966,223,223146,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223146.0,19,T
1677018707.123954,224,223147,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7099999785423279,4,326315.78125,4686126.5,223147.0,19,T
1677018708.100199,225,223148,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7099999785423279,4,326315.78125,4686126.5,223148.0,19,T
1677018709.1261377,226,223149,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223149.0,19,T
1677018710.1022954,227,223150,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223150.0,19,T
1677018711.1368175,228,223151,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223151.0,19,T
1677018712.094105,229,223152,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223152.0,19,T
1677018713.1229677,230,223153,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223153.0,19,T
1677018714.1021104,231,223154,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223154.0,19,T
1677018715.127146,232,223155,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223155.0,19,T
1677018716.1062238,233,223156,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223156.0,19,T
1677018717.1295404,234,223157,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223157.0,19,T
1677018718.101921,235,223158,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223158.0,19,T
1677018719.123965,236,223159,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223159.0,19,T
1677018720.0988734,237,223200,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223200.0,19,T
1677018721.107992,238,223201,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223201.0,19,T
1677018722.0988736,239,223202,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223202.0,19,T
1677018723.128025,240,223203,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223203.0,19,T
1677018724.0970526,241,223204,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223204.0,19,T
1677018725.1259587,242,223205,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223205.0,19,T
1677018726.10199,243,223206,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223206.0,19,T
1677018727.1239674,244,223207,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223207.0,19,T
1677018728.1009421,245,223208,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6399999856948853,4,326315.78125,4686126.5,223208.0,19,T
1677018729.1186173,246,223209,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223209.0,19,T
1677018730.0959806,247,223210,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.7400000095367432,4,326315.78125,4686126.5,223210.0,19,T
1677018731.1339,248,223211,0,GPS1_Frame,42.30801773071289,-71.10733795166016,26.799999237060547,0.6800000071525574,4,326315.78125,4686126.5,223211.0,19,T
