Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,imu.header.seq,imu.header.stamp.secs,imu.header.stamp.nsecs,imu.header.frame_id,imu.orientation.x,imu.orientation.y,imu.orientation.z,imu.orientation.w,imu.orientation_covariance,imu.angular_velocity.x,imu.angular_velocity.y,imu.angular_velocity.z,imu.angular_velocity_covariance,imu.linear_acceleration.x,imu.linear_acceleration.y,imu.linear_acceleration.z,imu.linear_acceleration_covariance,mag_field.header.seq,mag_field.header.stamp.secs,mag_field.header.stamp.nsecs,mag_field.header.frame_id,mag_field.magnetic_field.x,mag_field.magnetic_field.y,mag_field.magnetic_field.z,mag_field.magnetic_field_covariance,raw_data
1678246373.7802627,2043,1678245895,842408895,imu1_frame,0,0,0,,0.5400837665951397,-0.0279645039895276,0.5409518016549729,-0.6441262763335036,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.651797,-1.209231,0.437064,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-4.11,4.824,-9.586,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0089,-0.1763,0.1281,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-119.756,+033.250,-060.392,+00.0089,-00.1763,+00.1281,-04.110,+04.824,-09.586,+00.651797,-01.209231,+00.437064*6D
"
1678246373.7831316,2044,1678245895,842408895,imu1_frame,0,0,0,,0.5530493574248507,-0.031085884317082618,0.5241670858255948,-0.6468531071157408,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.396426,-1.385004,0.405525,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-9.136,0.138,-12.997,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0029,-0.1778,0.1341,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-117.314,+032.654,-057.807,+00.0029,-00.1778,+00.1341,-09.136,+00.138,-12.997,+00.396426,-01.385004,+00.405525*66
"
1678246373.8242257,2045,1678245895,842408895,imu1_frame,0,0,0,,0.5628040407254455,-0.04367415445202058,0.5265900162998509,-0.6356470205305258,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.767378,-0.852376,0.602749,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-9.65,1.438,-10.642,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0044,-0.1889,0.1357,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-115.468,+032.494,-058.429,-00.0044,-00.1889,+00.1357,-09.650,+01.438,-10.642,-01.767378,-00.852376,+00.602749*6E
"
1678246373.8683274,2046,1678245895,842408895,imu1_frame,0,0,0,,0.5722720966315773,-0.054778798423756214,0.5331099523147074,-0.6207235370139902,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1.095366,-0.798436,0.76261,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-9.322,1.898,-6.195,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0158,-0.1954,0.136,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-113.794,+032.831,-059.570,-00.0158,-00.1954,+00.1360,-09.322,+01.898,-06.195,-01.095366,-00.798436,+00.762610*67
"
1678246373.8683343,2047,1678245895,842408895,imu1_frame,0,0,0,,0.5846000588987257,-0.06043081592123581,0.5297259047364986,-0.6115401487014556,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.234433,-1.176928,0.575471,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-11.274,-1.452,-7.262,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0262,-0.1938,0.1366,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-111.647,+033.055,-059.016,-00.0262,-00.1938,+00.1366,-11.274,-01.452,-07.262,-00.234433,-01.176928,+00.575471*64
"
1678246373.9123342,2048,1678245895,842408895,imu1_frame,0,0,0,,0.5946024965820507,-0.06407317257045614,0.5225120230700807,-0.6077200715480446,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.143023,-0.862777,0.361352,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-11.156,-1.57,-8.787,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0322,-0.1917,0.1445,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-109.825,+032.922,-057.925,-00.0322,-00.1917,+00.1445,-11.156,-01.570,-08.787,+00.143023,-00.862777,+00.361352*69
"
1678246373.91234,2049,1678245895,842408895,imu1_frame,0,0,0,,0.6026757145781627,-0.06505951522041459,0.5124577759906837,-0.6082238653355095,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.672537,-0.897629,0.263352,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-8.625,-0.316,-6.468,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0343,-0.1838,0.1473,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-108.338,+032.585,-056.398,-00.0343,-00.1838,+00.1473,-08.625,-00.316,-06.468,+00.672537,-00.897629,+00.263352*6B
"
1678246373.9563525,2050,1678245895,842408895,imu1_frame,0,0,0,,0.6100896781239545,-0.06483254615847545,0.5010258229825589,-0.610377301601123,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.700009,-0.782177,0.240328,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.739,0.992,-5.288,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0349,-0.1815,0.1521,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-106.975,+032.154,-054.674,-00.0349,-00.1815,+00.1521,-06.739,+00.992,-05.288,+00.700009,-00.782177,+00.240328*66
"
1678246373.9585636,2051,1678245895,842408895,imu1_frame,0,0,0,,0.6177057821029548,-0.06462524034561556,0.49302941643110215,-0.6092496529342097,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.063187,-0.5512,0.518967,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.656,0.76,-6.522,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0358,-0.1782,0.1568,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-105.638,+032.029,-053.398,-00.0358,-00.1782,+00.1568,-06.656,+00.760,-06.522,+00.063187,-00.551200,+00.518967*6A
"
1678246374.0001805,2052,1678245895,842408895,imu1_frame,0,0,0,,0.6237085926121058,-0.06625424308269676,0.4905231935286532,-0.6049669109842428,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.020724,-0.408987,0.328072,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-7.253,-0.933,-8.404,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0351,-0.1769,0.1561,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-104.580,+032.122,-052.974,-00.0351,-00.1769,+00.1561,-07.253,-00.933,-08.404,-00.020724,-00.408987,+00.328072*67
"
1678246374.0482776,2053,1678245895,842408895,imu1_frame,0,0,0,,0.6261341790803489,-0.06539262514492078,0.4867796592125013,-0.6055785314399732,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.344965,-0.08927,-0.004789,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-7.031,-0.882,-9.383,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0335,-0.175,0.1551,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-104.158,+032.031,-052.376,-00.0335,-00.1750,+00.1551,-07.031,-00.882,-09.383,+00.344965,-00.089270,-00.004789*68
"
1678246374.0483189,2054,1678245895,842408895,imu1_frame,0,0,0,,0.6237827271413223,-0.06330615382028768,0.4862040116205377,-0.6086814431972712,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.118574,0.356173,-0.319139,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-7.053,-0.771,-9.679,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0327,-0.1793,0.1533,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-104.596,+031.972,-052.263,-00.0327,-00.1793,+00.1533,-07.053,-00.771,-09.679,+00.118574,+00.356173,-00.319139*6B
"
1678246374.0963638,2055,1678245895,842408895,imu1_frame,0,0,0,,0.6171239863084859,-0.06171348345957098,0.4908483425749559,-0.6118965076493148,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.115167,0.705852,-0.449427,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-7.63,0.216,-8.526,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0311,-0.1813,0.1526,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-105.790,+032.026,-052.975,-00.0311,-00.1813,+00.1526,-07.630,+00.216,-08.526,-00.115167,+00.705852,-00.449427*6B
"
1678246374.0963736,2056,1678245895,842408895,imu1_frame,0,0,0,,0.6090187262622592,-0.05684397060031274,0.49579216421692673,-0.616486077676846,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.392689,0.935263,-0.386768,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-8.926,0.968,-8.968,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.028,-0.1827,0.1502,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-107.319,+032.263,-053.590,-00.0280,-00.1827,+00.1502,-08.926,+00.968,-08.968,+00.392689,+00.935263,-00.386768*67
"
1678246374.14028,2057,1678245895,842408895,imu1_frame,0,0,0,,0.6000310086541883,-0.04795324461284095,0.49984784899112644,-0.6227482660300888,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.441924,1.062985,-0.335655,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-9.99,0.964,-8.399,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0242,-0.1851,0.1496,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-109.096,+032.692,-053.913,-00.0242,-00.1851,+00.1496,-09.990,+00.964,-08.399,+00.441924,+01.062985,-00.335655*68
"
1678246374.1402898,2058,1678245895,842408895,imu1_frame,0,0,0,,0.5912894880978796,-0.038365856225942935,0.5037145908633537,-0.6286305857118011,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.476425,0.943532,-0.359387,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-10.505,-2.319,-7.195,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0201,-0.1849,0.1472,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-110.847,+033.192,-054.193,-00.0201,-00.1849,+00.1472,-10.505,-02.319,-07.195,+00.476425,+00.943532,-00.359387*6F
"
1678246374.1882975,2059,1678245895,842408895,imu1_frame,0,0,0,,0.5807666392764352,-0.030354156869417503,0.5046977974018979,-0.6380194896411665,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.816359,0.914194,-0.843693,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-9.576,-2.61,-9.15,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.011,-0.1829,0.1439,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-112.748,+033.195,-054.266,-00.0110,-00.1829,+00.1439,-09.576,-02.610,-09.150,+00.816359,+00.914194,-00.843693*62
"
1678246374.1883125,2060,1678245895,842408895,imu1_frame,0,0,0,,0.5665768690757589,-0.022739750263649133,0.5073050674505253,-0.6489338361692006,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.392362,1.194164,-0.895163,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-8.401,-0.645,-8.164,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0024,-0.1786,0.1416,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-115.204,+033.048,-054.710,-00.0024,-00.1786,+00.1416,-08.401,-00.645,-08.164,+00.392362,+01.194164,-00.895163*6A
"
1678246374.2322476,2061,1678245895,842408895,imu1_frame,0,0,0,,0.5520110650153183,-0.01734812046731768,0.5119690936831923,-0.6579289277194886,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.480475,0.954814,-0.869337,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.314,0.514,-5.785,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0071,-0.1695,0.1383,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-117.657,+032.847,-055.556,+00.0071,-00.1695,+00.1383,-06.314,+00.514,-05.785,+00.480475,+00.954814,-00.869337*65
"
1678246374.2331486,2062,1678245895,842408895,imu1_frame,0,0,0,,0.5409430597677258,-0.01262997011304301,0.509863583783606,-0.668775160928852,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.74389,0.538089,-0.915728,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-2.844,-0.99,-7.743,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0182,-0.1633,0.1355,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-119.370,+032.325,-055.407,+00.0182,-00.1633,+00.1355,-02.844,-00.990,-07.743,+00.743890,+00.538089,-00.915728*6E
"
1678246374.276321,2063,1678245895,842408895,imu1_frame,0,0,0,,0.5308356446366517,-0.012166034920632313,0.5112467740029499,-0.6757900872675457,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.071903,0.392206,-0.804408,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.528,-0.462,-6.225,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0299,-0.1555,0.1315,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-120.859,+031.758,-055.879,+00.0299,-00.1555,+00.1315,-00.528,-00.462,-06.225,-00.071903,+00.392206,-00.804408*6B
"
1678246374.3203504,2064,1678245895,842408895,imu1_frame,0,0,0,,0.5240442974339764,-0.01622899997498453,0.5115189619707972,-0.6807808350938355,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.198289,-0.155926,-0.599417,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.449,1.522,-7.806,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0481,-0.1379,0.13,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-121.660,+030.932,-056.281,+00.0481,-00.1379,+00.1300,+00.449,+01.522,-07.806,+00.198289,-00.155926,-00.599417*60
"
1678246374.3203561,2065,1678245895,842408895,imu1_frame,0,0,0,,0.5226775006782113,-0.018177716221971535,0.5053543010404813,-0.6863634833946357,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.449242,-0.34991,-0.314928,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",2.025,-1.355,-8.812,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0616,-0.1084,0.1268,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-121.614,+030.220,-055.569,+00.0616,-00.1084,+00.1268,+02.025,-01.355,-08.812,+00.449242,-00.349910,-00.314928*6B
"
1678246374.36435,2066,1678245895,842408895,imu1_frame,0,0,0,,0.5239695577412358,-0.02290937711440824,0.5006178055407011,-0.6887037648919135,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.048305,-0.646079,-0.193525,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",3.583,-2.312,-7.798,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0588,-0.0777,0.1232,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-121.137,+029.542,-055.104,+00.0588,-00.0777,+00.1232,+03.583,-02.312,-07.798,-00.048305,-00.646079,-00.193525*63
"
1678246374.3643572,2067,1678245895,842408895,imu1_frame,0,0,0,,0.5273373097381592,-0.0340532005420017,0.49570775969349534,-0.6892238810942515,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.060219,-1.162481,-0.372279,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",4.395,-1.207,-9.2,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0405,-0.0505,0.1105,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-120.132,+028.416,-054.860,+00.0405,-00.0505,+00.1105,+04.395,-01.207,-09.200,-00.060219,-01.162481,-00.372279*64
"
1678246374.408276,2068,1678245895,842408895,imu1_frame,0,0,0,,0.5335352653019476,-0.0454489841225294,0.48348100985702613,-0.6924742765107167,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.459794,-1.465547,-0.191574,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",5.467,1.067,-11.105,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0183,-0.0353,0.0974,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-118.584,+026.934,-053.655,+00.0183,-00.0353,+00.0974,+05.467,+01.067,-11.105,+00.459794,-01.465547,-00.191574*69
"
1678246374.40829,2069,1678245895,842408895,imu1_frame,0,0,0,,0.5425581243356967,-0.056310635580275575,0.4702964169077853,-0.6937442427015699,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.153898,-1.534086,0.051498,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.933,0.845,-11.795,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0028,-0.0405,0.1002,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-116.681,+025.607,-052.313,-00.0028,-00.0405,+00.1002,+06.933,+00.845,-11.795,+00.153898,-01.534086,+00.051498*60
"
1678246374.4523635,2070,1678245895,842408895,imu1_frame,0,0,0,,0.5528019636223815,-0.06790750077464192,0.4599488271001926,-0.6915530614514971,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.117273,-1.415382,0.294863,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.705,1.858,-14.796,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0061,-0.0524,0.1089,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-114.654,+024.494,-051.405,-00.0061,-00.0524,+00.1089,+07.705,+01.858,-14.796,+00.117273,-01.415382,+00.294863*64
"
1678246374.4581354,2071,1678245895,842408895,imu1_frame,0,0,0,,0.564390697443026,-0.07321855975190661,0.4463947801959021,-0.6905315947597788,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.715434,-1.303197,0.364173,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.02,-1.179,-15.63,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0023,-0.0509,0.1139,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-112.631,+023.751,-049.804,-00.0023,-00.0509,+00.1139,+06.020,-01.179,-15.630,+00.715434,-01.303197,+00.364173*6B
"
1678246374.5003343,2072,1678245895,842408895,imu1_frame,0,0,0,,0.5713235694373466,-0.07556059091175477,0.4358550647021908,-0.6913105949425951,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.198941,-0.458838,0.086963,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",9.551,0.395,-18.288,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0005,-0.0555,0.1188,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-111.422,+023.176,-048.542,+00.0005,-00.0555,+00.1188,+09.551,+00.395,-18.288,+00.198941,-00.458838,+00.086963*6B
"
1678246374.5443296,2073,1678245895,842408895,imu1_frame,0,0,0,,0.5719663575334939,-0.07418489840839185,0.4408808099237816,-0.6877319231640731,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.725336,0.697805,0.328698,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",9.978,-0.157,-16.01,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.0014,-0.0581,0.1203,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-111.444,+023.722,-049.032,+00.0014,-00.0581,+00.1203,+09.978,-00.157,-16.010,-00.725336,+00.697805,+00.328698*6F
"
1678246374.5443373,2074,1678245895,842408895,imu1_frame,0,0,0,,0.5681434557694525,-0.07191543302757292,0.45418940098709776,-0.6824611140495714,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.66995,0.74171,0.111647,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",10.025,0.014,-10.365,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0018,-0.059,0.1191,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-112.256,+024.704,-050.564,-00.0018,-00.0590,+00.1191,+10.025,+00.014,-10.365,-00.669950,+00.741710,+00.111647*60
"
1678246374.5883305,2075,1678245895,842408895,imu1_frame,0,0,0,,0.5662066695806335,-0.06659738210765911,0.4546395224813202,-0.6843081912535979,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.911151,0.164873,-0.084867,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",8.692,-0.044,-9.969,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0036,-0.0531,0.1157,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-112.727,+025.068,-050.371,-00.0036,-00.0531,+00.1157,+08.692,-00.044,-09.969,+00.911151,+00.164873,-00.084867*6D
"
1678246374.5883512,2076,1678245895,842408895,imu1_frame,0,0,0,,0.5648666836611472,-0.056226894604179706,0.4497534006123798,-0.6895549612978127,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.500895,0.855843,0.192008,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.348,0.637,-16.318,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,-0.0045,-0.0518,0.1142,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","$VNYMR,-113.198,+025.503,-049.253,-00.0045,-00.0518,+00.1142,+06.348,+00.637,-16.318,+00.500895,+00.855843,+00.192008*6A
"
